tweet_id,date,username,tweet,source,retweet_count,user_location,user_place,coordinates
1350436622496653315,16-01-2021,RiedlThomas,Lesenswert TV-Kritik: Maybrit Illner: TV-Kritik Maybrit Illner: Nicht mehr nachvollziehbare Irrationalität https://t.co/l85UTvzvgq via @faznet,Twitter Web App,0,,,
1350436613923467266,16-01-2021,TAltgeld,"In Hannover haben trotz lockdown Wettbüros geöffnet, wie kann das sein? Museen zu, Wettbüros offen? #coronaaabsurd! Kein Wunder, dass wir auf lockdowneffekte noch warten! #Glücksspielsucht wird immer staatlich gefördert https://t.co/kW5ez5eZql",Twitter for iPhone,0,"Hanover, Germany",,
1350436612044443648,16-01-2021,MathiasJahn2,"“Möglicherweise führte nich die Impfung, sondern vielmehr eine Vorerkrankung zum Tod der Menschen. Die Menschen müssen erkennen, dass die Impfung kein Wundertrank für ein viel längeres Leben ist[...] kein Heilmittel für andere altersbedingte Krankheiten."" https://t.co/p7JysVlYFh",Twitter for iPhone,0,Deutschland,,
1350436597062377481,16-01-2021,jederfingerkann,Manchmal wenn man sich an neuen Gerichten probiert bleibt einem am Ende nichts anderes übrig als es richtig hart mit Knoblauchsauce zu strecken. #chefkoch #lockdown #vollkrassaber,Twitter for iPhone,0,"Stuttgart, Baden-Württemberg","Place(_api=<tweepy.api.API object at 0x0000016F7EB31040>, id='747bcee8e7638a29', url='https://api.twitter.com/1.1/geo/id/747bcee8e7638a29.json', place_type='city', name='Murr', full_name='Murr, Deutschland', country_code='DE', country='Germany', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000016F7EB31040>, type='Polygon', coordinates=[[[9.230683, 48.950755], [9.33392, 48.950755], [9.33392, 48.997171], [9.230683, 48.997171]]]), attributes={})",
1350436596856848384,16-01-2021,twxxfranz,"Nein das Ziel war offenbar immer der Lockdown, die Zerschlagung eines Teils der Wirtschaft, der ""Great Reset"", der ausbau des Überwachungsstaats.Die Impfung sollte so lange hinausgezögert werden wie möglich. Sie wird auch noch immer hinausgezögert. https://t.co/3PT3DHcTnc",Twitter Web App,0,"Wiesbaden, Germany",,
1350436533657100288,16-01-2021,manuelposchadel,"#corona @BVG_Kampagne u Bahnhof Karl Bonhoefer. 20 Leute auf dem Bahnhof. 5 ohne Maske. Oh, warum gehen die Zahlen gar nicht runter, der #lockdown bringt ja gar nichts....",Twitter for iPhone,0,"Berlin, Deutschland",,
1350436474236366851,16-01-2021,BirnstinglausRo,"#Touristiker in #Österreich machen sich was vor:#SebastianKurz mit Ausnahmegenehmigung für #Skifahren (brachte ökon. nichts) beschädigt.Fordern jetzt lfd. ultimativ Öffnung - FÜR WEN? #Spahn sagt soeben auf #Parteitag, dass #Corona-#Impfung für d. Masse IM 3. QUARTAL erfolgt!",Twitter Web App,0,"Rom, Latium",,
1350436464316841985,16-01-2021,realsci_DE,"Wie haben wir unser Verhalten aufgrund von #Corona verändert? Wie gestern habe ich euch Grafiken aus dem #EUCLID Projekt mitgebracht, heute speziell zum Schutzverhalten. https://t.co/c2NUgx7Rjk",Twitter Web App,0,Überall,,
1350436414811496450,16-01-2021,manuelaforster,"Grad hier gelesen: noch dreimal Lockdown, dann ist Weihnachten. 😂😂😂#Unbelievable #Corona #Absurdistan #COVID19",Twitter Web App,1,Austria,,
1350436405294469125,16-01-2021,FStreng,Fachverlage: Corona bringt die Renaissance der Mehrfach-Abos!Mitarbeiter müssen Fach-Informationen im Homeoffice erhalten. Kluge Verlage helfen Ihren Kunden bei dieser Aufgabe. Wir helfen gerne: 089/85853910; friedrich.streng@intime.marketing; https://t.co/jOPl4AX2HU. https://t.co/w3u5I3bg57,Hootsuite Inc.,0,Germany,,
